id,mpn,title,description,link,price,availability,image_link,brand,google_product_category
S01,S01,Potah křeslo Strandmon,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-strandmon-armchair/,149 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/S01_A15-1.jpg,DAGRA,599
S02,S02,Potah na podnožku Strandmon,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-strandmon-footstool/,98 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/S02_A15-1.jpg,DAGRA,599
B03,B03,Povlak na polštář Beddinge,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-back-cushion-beddinge/,9 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/B03_L32.jpg,DAGRA,2927
B04,B04,Půlkulatý Povlak loketní opěrky Beddinge,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-cushion-beddinge-half-moon/,14 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/B04_L32.jpg,DAGRA,2927
B05,B05,Obdélníkový Povlak loketní opěrky Beddinge,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-cushion-beddinge-square/,14 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/B05_L32.jpg,DAGRA,2927
E02,E02,Potah pohovky Ektorp 2 rozkládací nový model,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-ektorp-2-new-model-sofa-bed/,229 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/E01_A15-2.jpg,DAGRA,599
E03,E03,Potah pohovky Ektorp 3 neskládací,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-ektorp-3-sofa/,259 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E03_A23-1.jpg,DAGRA,599
E08,E08,Potah pohovky Ektorp 3 rozkládací starý model,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-ektorp-3-old-model-sofa-bed/,279 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E03_A23-1.jpg,DAGRA,599
E13,E13,Potah pohovky Ektorp 2 rozkládací starý model,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-ektorp-2-old-model-sofa-bed/,229 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E01_A23-2.jpg,DAGRA,599
E14,E14,Potah křeslo Muren nový model,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-ektorp-muren-armchair-new/,149 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/E12_A01-2.jpg,DAGRA,599
E15,E15,Potah pohovky Ektorp 2 neskládací nový model,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/cover-ektorp-2-new-model-sofa/,219 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E01_A23-2.jpg,DAGRA,599
P02,P02,Fabric Samples – Natural Collection,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/fabrics-samples-natural-collection/,0 EUR,in stock,,DAGRA,599
P01,P01,Fabric Samples - Lux Collection,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/product/fabrics-samples-lux-collection/,0 EUR,in stock,,DAGRA,599
G01,G01,G01,"Obal je pečlivě zpracován s důrazem na detail. Díky tomu se můžete těšit z vynikajícího vzhledu. Potah lze sejmout a vyprat v pračce, takže se snadno udržuje v čistotě.",https://dagra.eu/cz/?post_type=product&p=2782,109 EUR,in stock,https://dagra.eu/cz/wp-content/uploads/sites/12/G01_A01-1-1.jpg,DAGRA,599
