id,mpn,title,description,link,price,availability,image_link,brand,google_product_category
S01,S01,Strandmon Housse pour fauteuils,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-strandmon-armchair/,149 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/S01_A15-1.jpg,DAGRA,599
S02,S02,Strandmon Housse pour Repose-pieds,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-strandmon-footstool/,98 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/S02_A15-1.jpg,DAGRA,599
B03,B03,Beddinge Taie d’oreiller dos,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-back-cushion-beddinge/,9 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/B03_L32.jpg,DAGRA,2927
B04,B04,Beddinge Taie d’accoudoir demi-cercle,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-cushion-beddinge-half-moon/,14 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/B04_L32.jpg,DAGRA,2927
B05,B05,Beddinge Taie d’accoudoir rectangulaire,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-cushion-beddinge-square/,14 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/B05_L32.jpg,DAGRA,2927
E02,E02,Ektorp 2 Housse pour sofa convertible nouveau modèle,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-ektorp-2-new-model-sofa-bed/,229 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/E01_A15-2.jpg,DAGRA,599
E03,E03,Ektorp 3 housse pour sofa non convertible,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-ektorp-3-sofa/,259 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E03_A23-1.jpg,DAGRA,599
E08,E08,Ektorp Pixbo 3 Housse pour sofa convertible ancien modèle,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-ektorp-3-old-model-sofa-bed/,279 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E03_A23-1.jpg,DAGRA,599
E13,E13,Ektorp 2 Housse pour sofa convertible ancien modèle,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-ektorp-2-old-model-sofa-bed/,229 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E01_A23-2.jpg,DAGRA,599
E14,E14,Muren Housse pour fauteuils nouveau modèle,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-ektorp-muren-armchair-new/,149 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/E12_A01-2.jpg,DAGRA,599
E15,E15,Ektorp 2 Housse pour sofa non convertible nouveau modèle,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-ektorp-2-new-model-sofa/,219 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E01_A23-2.jpg,DAGRA,599
H02,H02,HENRIKSDAL Housse Pour Chaise court,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-henriksdal-short/,99 EUR,in stock,https://dagra.eu/fr/wp-content/uploads/sites/8/H02_A01-1.jpg,DAGRA,599
H01,H01,HENRIKSDAL housse pour chaise,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-henriksdal-long/,99 EUR,in stock,https://dagra.eu/fr/wp-content/uploads/sites/8/H01_A01-1.jpg,DAGRA,599
G01,G01,Gubbo Housse pour fauteuils,La couverture est fabriquée avec soin et dans le souci du détail.,https://dagra.eu/fr/product/cover-gubbo-armchair/,109 EUR,in stock,https://dagra.eu/fr/wp-content/uploads/sites/8/G01_A01-1-1.jpg,DAGRA,599
