id,mpn,title,description,link,price,availability,image_link,brand,google_product_category
B05,B05,Cubierta de reposabrazos Beddinge rectangular,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/cover-cushion-beddinge-square/,14 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/B05_L32.jpg,DAGRA,2927
E02,E02,Funda para sofá cama Ektorp 2 nuevo modelo,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/cover-ektorp-2-new-model-sofa-bed/,229 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/E01_A15-2.jpg,DAGRA,599
E03,E03,Funda para sofá Ektorp 3,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/cover-ektorp-3-sofa/,259 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E03_A23-1.jpg,DAGRA,599
E08,E08,Funda para sofá cama Ektorp 3 modelo anterior,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/cover-ektorp-3-old-model-sofa-bed/,279 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E03_A23-1.jpg,DAGRA,599
E13,E13,Funda para sofá cama Ektorp 2 modelo anterior,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/cover-ektorp-2-old-model-sofa-bed/,229 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E01_A23-2.jpg,DAGRA,599
E14,E14,Funda para sillón Muren nuevo modelo,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/cover-ektorp-muren-armchair-new/,149 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/3/E12_A01-2.jpg,DAGRA,599
E15,E15,Funda para sofá (no sofá cama) Ektorp 2 nuevo modelo,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/cover-ektorp-2-new-model-sofa/,219 EUR,in stock,https://dagra.eu/de/wp-content/uploads/sites/2/E01_A23-2.jpg,DAGRA,599
P02,P02,Muestras de tejidos Colección Natural,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/fabrics-samples-natural-collection/,0 EUR,in stock,,DAGRA,599
P01,P01,Muestras de tejidos Colección Lux,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/fabrics-samples-lux-collection/,0 EUR,in stock,,DAGRA,599
G01,G01,Funda para sillón Gubbo,La cubierta está hecha con cuidado y atención a los detalles.,https://dagra.eu/es/product/cover-gubbo-armchair/,109 EUR,in stock,https://dagra.eu/es/wp-content/uploads/sites/10/G01_A01-1-1.jpg,DAGRA,599
